Time,NEG600,NEG400,NEG200,NEG100,NEG50,NEG1,LC,POS1,POS50,POS100,POS200,POS400,POS600,POS800
22-Oct-2019 18:35:00,0,0,2.27696303237488e-26,8.13591208292941e-11,4.33989007433411e-05,0.0468377023935318,0.0743654295802116,0.0326940566301346,2.88007095150533e-06,3.24251503468556e-13,1.15423186206782e-32,0,0,0
22-Oct-2019 18:36:00,0,0,2.1338152539927e-25,2.57655285995639e-10,7.13490881025791e-05,0.0485885851085186,0.0753066092729568,0.033327504992485,4.16443981521297e-06,9.34982126443717e-13,1.6658467646421e-31,0,0,0
22-Oct-2019 18:37:00,0,0,1.78404009716307e-24,7.52035878015533e-10,0.000111959503556136,0.050270214676857,0.0760379731655121,0.0337449312210083,5.66391963729984e-06,2.34857185782422e-12,1.81781737795341e-30,0,0,0
22-Oct-2019 18:38:00,0,0,1.34234528007452e-23,2.04457983876694e-09,0.000169102844665758,0.0518415011465549,0.0765756741166115,0.0339628867805004,7.30517967895139e-06,5.23517253853134e-12,1.55572362796864e-29,0,0,0
22-Oct-2019 18:39:00,0,0,9.11242072375486e-23,5.19719289826526e-09,0.000246760639129207,0.0532373376190662,0.0769759938120842,0.0340565778315067,9.02569354366278e-06,1.05579312653648e-11,1.07975661402804e-28,0,0,0
22-Oct-2019 18:40:00,0,0,5.62921751365498e-22,1.24658274813783e-08,0.000350004294887185,0.054505780339241,0.0772022008895874,0.0339920781552792,1.07268697320251e-05,1.94942204739812e-11,6.24075065098334e-28,0,0,0
22-Oct-2019 18:41:00,0,0,3.14200011839453e-21,2.81620966546825e-08,0.000482483708765358,0.055515818297863,0.0773868337273598,0.0339079350233078,1.23891795738018e-05,3.35373361026736e-11,3.09379287002726e-27,0,0,0
22-Oct-2019 18:42:00,0,0,1.57683614557522e-20,5.98343632418619e-08,0.000645989435724914,0.0562573187053204,0.0776252970099449,0.0339143052697182,1.40529300551862e-05,5.47428595509825e-11,1.35759140743526e-26,0,0,0
22-Oct-2019 18:43:00,0,0,7.13731886812585e-20,1.19945397614174e-07,0.00084183900617063,0.0568844676017761,0.077858678996563,0.0339656285941601,1.57033482537372e-05,8.53839637882103e-11,5.33581695246483e-26,0,0,0
22-Oct-2019 18:44:00,0,0,2.93099455939283e-19,2.28009753300285e-07,0.00107122270856053,0.0574137568473816,0.0780708566308022,0.0340248942375183,1.72934105648892e-05,1.27626215151722e-10,1.88797981838932e-25,0,0,0
22-Oct-2019 18:45:00,0,0,1.10598132102614e-18,4.12094806279129e-07,0.00133172667119652,0.0577926822006702,0.0783684253692627,0.0341981872916222,1.89167185453698e-05,1.85309170785963e-10,6.16888981363798e-25,0,0,0
22-Oct-2019 18:46:00,0,0,3.89194723419824e-18,7.1385898081644e-07,0.00162382074631751,0.0581865236163139,0.0786393284797668,0.0343785956501961,2.05446067411685e-05,2.62028371222911e-10,1.88172789850021e-24,0,0,0
22-Oct-2019 18:47:00,0,0,1.27694451963322e-17,1.18822799777263e-06,0.00194572284817696,0.0585260801017284,0.0789103880524635,0.034567229449749,2.2140779037727e-05,3.60821733602634e-10,5.34917350157777e-24,0,0,0
22-Oct-2019 18:48:00,0,0,3.91956489233598e-17,1.90159482826857e-06,0.00229092198424041,0.0587798990309238,0.07926394790411,0.0348570048809052,2.3810660422896e-05,4.88130258435859e-10,1.43898247645809e-23,0,0,0
22-Oct-2019 18:49:00,0,0,1.12917869554242e-16,2.93328639600077e-06,0.0026541268453002,0.0590030997991562,0.0796718969941139,0.0352226085960865,2.55731301876949e-05,6.50155929093899e-10,3.6852157835597e-23,0,0,0
22-Oct-2019 18:50:00,0,0,3.09198683604223e-16,4.38998813478975e-06,0.00303435255773365,0.0592801608145237,0.0800603926181793,0.0355893261730671,2.74114954663673e-05,8.53366710629189e-10,9.01380175100519e-23,0,0,0
22-Oct-2019 18:51:00,0,0,8.12133548701088e-16,6.4200989982055e-06,0.00343656144104898,0.059674896299839,0.0802951902151108,0.0358054600656033,2.91361375275301e-05,1.09548337068333e-09,2.08289091609677e-22,0,0,0
22-Oct-2019 18:52:00,0,1.40129846432482e-45,2.0755710162596e-15,9.23384595807875e-06,0.0038657954428345,0.0601113066077232,0.0803907662630081,0.0358690395951271,3.06877045659348e-05,1.37658417997955e-09,4.5663404087513e-22,0,0,0
22-Oct-2019 18:53:00,0,9.80908925027372e-45,5.17958444960342e-15,1.30978969536955e-05,0.00432536983862519,0.0605410933494568,0.0803513526916504,0.035782128572464,3.19901373586617e-05,1.69187697185436e-09,9.51669679155124e-22,0,0,0
22-Oct-2019 18:54:00,0,6.72623262875912e-44,1.25698113891256e-14,1.8292636013939e-05,0.00481022754684091,0.0608470812439919,0.0802973359823227,0.0356639735400677,3.31156734318938e-05,2.04314654084214e-09,1.90096424327503e-21,0,0,0
22-Oct-2019 18:55:00,0,4.33001225476368e-43,2.93481330817386e-14,2.50573593802983e-05,0.00530985603109002,0.0610656403005123,0.0802556723356247,0.0355697199702263,3.41120394296013e-05,2.42774023107017e-09,3.63242916239772e-21,0,0,0
22-Oct-2019 18:56:00,0,2.62463202368038e-42,6.62772720277753e-14,3.37571982527152e-05,0.00582386367022991,0.0612300001084805,0.0802053436636925,0.03547552973032,3.49913134414237e-05,2.84615597756499e-09,6.69989396642173e-21,0,0,0
22-Oct-2019 18:57:00,0,1.51886740548167e-41,1.4492991225537e-13,4.4708536734106e-05,0.00634410930797458,0.0613136142492294,0.080226756632328,0.0354584902524948,3.58805373252835e-05,3.31070859616034e-09,1.20565960598672e-20,0,0,0
22-Oct-2019 18:58:00,0,8.27424704229875e-41,3.05930600947787e-13,5.81841231905855e-05,0.00686398148536682,0.0613644905388355,0.0803040117025375,0.0355084203183651,3.67982138413936e-05,3.82435150214633e-09,2.11938374779004e-20,0,0,0
22-Oct-2019 18:59:00,0,4.23878772473614e-40,6.23836811201872e-13,7.44412536732852e-05,0.00737781450152397,0.0614102073013783,0.0804346203804016,0.0356242991983891,3.77775722881779e-05,4.39250635864141e-09,3.64119994260956e-20,0,0,0
22-Oct-2019 19:00:00,0,2.03351528598192e-39,1.23091706098755e-12,9.38183802645653e-05,0.00788648426532745,0.0614814758300781,0.0805612578988075,0.0357441902160645,3.87537620554212e-05,5.00888663879095e-09,6.10339480122285e-20,0,0,0
22-Oct-2019 19:01:00,0,9.21131494357125e-39,2.35468328863009e-12,0.000116516115667764,0.0083844605833292,0.0615390352904797,0.0807312503457069,0.0359128378331661,3.97868898289744e-05,5.68207525475373e-09,1.00024818707277e-19,0,0,0
22-Oct-2019 19:02:00,0,3.92233025046012e-38,4.36852030244461e-12,0.000142797434818931,0.00887275021523237,0.0616203621029854,0.0808872506022453,0.036072988063097,4.0809107304085e-05,6.40153485775841e-09,1.6001629296549e-19,0,0,0
22-Oct-2019 19:03:00,0,1.59403081303051e-37,7.89254252231419e-12,0.000172888554516248,0.00934872962534428,0.0617106147110462,0.0810524374246597,0.0362509191036224,4.18698182329535e-05,7.17623604984396e-09,2.50806926140972e-19,0,0,0
22-Oct-2019 19:04:00,0,6.28565452643421e-37,1.39597092566057e-11,0.000207231350941584,0.00981461070477962,0.0617910251021385,0.081235907971859,0.036444116383791,4.29936553700827e-05,8.01958766061261e-09,3.87751639632801e-19,0,0,0
22-Oct-2019 19:05:00,0,2.43039107067916e-36,2.42579203252324e-11,0.000246277690166607,0.0102718118578196,0.0619157031178474,0.0814025476574898,0.0366261526942253,4.41814663645346e-05,8.93859830597421e-09,5.92485122642452e-19,0,0,0
22-Oct-2019 19:06:00,0,9.1070083170755e-36,4.14086404054714e-11,0.000290624069748446,0.0107272090390325,0.0621043853461742,0.0814711079001427,0.0367035195231438,4.52413260063622e-05,9.88487691699902e-09,8.86772461640149e-19,0,0,0
22-Oct-2019 19:07:00,0,3.31693626116466e-35,6.93772955751015e-11,0.000340314407367259,0.0111754843965173,0.0622327774763107,0.0815426632761955,0.0367723256349564,4.62368552689441e-05,1.08631255102409e-08,1.30070832261756e-18,0,0,0
22-Oct-2019 19:08:00,0,1.19144560253308e-34,1.14729857558782e-10,0.000396341929445043,0.0116224074736238,0.062409833073616,0.0815430656075478,0.0367780327796936,4.71552084491123e-05,1.18745040467161e-08,1.87812826325752e-18,0,0,0
22-Oct-2019 19:09:00,0,4.22030803195766e-34,1.87591442379897e-10,0.000459698465419933,0.0120749538764358,0.0625906810164452,0.0814416110515594,0.0366685017943382,4.78198126074858e-05,1.28571393531729e-08,2.65548344481827e-18,0,0,0
22-Oct-2019 19:10:00,0,1.47701232522805e-33,3.03609137830563e-10,0.000530989374965429,0.0125337047502398,0.0627753958106041,0.0812373831868172,0.0364527031779289,4.82692048535682e-05,1.38205962230131e-08,3.68706824494897e-18,0,0,0
22-Oct-2019 19:11:00,0,5.03334375065618e-33,4.83080853097562e-10,0.000609585957136005,0.0129839554429054,0.0627821907401085,0.0811296850442886,0.0363191589713097,4.86220087623224e-05,1.47665906169436e-08,5.03221529501229e-18,0,0,0
22-Oct-2019 19:12:00,0,1.65798379476737e-32,7.54358076004991e-10,0.000694313202984631,0.0134153626859188,0.0626822337508202,0.0811703056097031,0.0363409221172333,4.91351929667871e-05,1.57790669419455e-08,6.8360368898684e-18,0,0,0
22-Oct-2019 19:13:00,0,5.23171922221179e-32,1.15124798583111e-09,0.000782842573244125,0.0138181783258915,0.0626186728477478,0.0812838897109032,0.0364677719771862,4.9885107728187e-05,1.68934572997159e-08,9.23160777851332e-18,0,0,0
22-Oct-2019 19:14:00,0,1.57419946512967e-31,1.71851033403669e-09,0.000875398225616664,0.014190043322742,0.0625226050615311,0.0815173983573914,0.0367158278822899,5.07910845044535e-05,1.80989836451317e-08,1.23839939201335e-17,0,0,0
22-Oct-2019 19:15:00,0,4.57680747342941e-31,2.52309306780774e-09,0.000972454785369337,0.0145428059622645,0.0625343397259712,0.0817162245512009,0.0369441732764244,5.18241395184305e-05,1.93771647616359e-08,1.64844572567344e-17,0,0,0
22-Oct-2019 19:16:00,0,1.30218019819685e-30,3.66339092394696e-09,0.00107547338120639,0.0148818492889404,0.0625803023576736,0.0819147676229477,0.0371696129441261,5.2943763876101e-05,2.07468264790123e-08,2.18725546025885e-17,1.40129846432482e-45,0,0
22-Oct-2019 19:17:00,0,3.58880155633729e-30,5.24661381007263e-09,0.00118421204388142,0.015211071819067,0.0626682117581367,0.0820685029029846,0.037345003336668,5.4038486268837e-05,2.21454516946551e-08,2.8652699312057e-17,2.80259692864963e-45,0,0
22-Oct-2019 19:18:00,0,9.63286060826534e-30,7.45798445223045e-09,0.00129868160001934,0.0155242662876844,0.062789723277092,0.0821565687656403,0.037464052438736,5.51083685422782e-05,2.35689601169042e-08,3.70854615499003e-17,5.60519385729927e-45,0,0
22-Oct-2019 19:19:00,0,2.52929791628013e-29,1.04986765947501e-08,0.00142010801937431,0.0158382542431355,0.062915064394474,0.0822208970785141,0.037538081407547,5.60631960979663e-05,2.49577922772914e-08,4.73816334059765e-17,1.26116861789234e-44,0,0
22-Oct-2019 19:20:00,0,6.5415913805407e-29,1.46720298133118e-08,0.00154789118096232,0.0161467418074608,0.0630361959338188,0.0822189301252365,0.0375451073050499,5.69016483495943e-05,2.63352344376244e-08,5.99417423503287e-17,2.94272677508212e-44,0,0
22-Oct-2019 19:21:00,0,1.67641813674271e-28,2.03791348241111e-08,0.00168478034902364,0.0164595413953066,0.0632488876581192,0.082071527838707,0.0374172553420067,5.75107442273293e-05,2.76357390305293e-08,7.47428423927646e-17,6.72623262875912e-44,0,0
22-Oct-2019 19:22:00,0,4.27631607070046e-28,2.82817929075918e-08,0.00183442502748221,0.016787089407444,0.0634399652481079,0.0817866697907448,0.0371273905038834,5.76703241677023e-05,2.87423027600653e-08,9.16719869837239e-17,1.44333741825456e-43,0,0
22-Oct-2019 19:23:00,0,1.09115804707644e-27,3.91510255326466e-08,0.0019959609489888,0.0171250272542238,0.0635485202074051,0.0814160779118538,0.0367437042295933,5.74640544073191e-05,2.96499500507252e-08,1.10702607081931e-16,3.0268046829416e-43,0,0
22-Oct-2019 19:24:00,0,2.77241294020736e-27,5.40467155474289e-08,0.0021703343372792,0.0174738764762878,0.0635828301310539,0.0809814557433128,0.0362966656684875,5.69175099371932e-05,3.03580698357564e-08,1.31852404352495e-16,6.15170025838595e-43,0,0
22-Oct-2019 19:25:00,0,6.92131844136141e-27,7.41485379762707e-08,0.00235814368352294,0.0178361926227808,0.0636154413223267,0.0803890898823738,0.0357097685337067,5.59036852791905e-05,3.07549434808152e-08,1.53640844612955e-16,1.19390629160474e-42,0,0
22-Oct-2019 19:26:00,0,1.70419439432763e-26,1.0107977033158e-07,0.00255653751082718,0.018201844766736,0.0634720027446747,0.0798102617263794,0.0351326875388622,5.45843322470319e-05,3.09266923181895e-08,1.76149712864833e-16,2.23507105059808e-42,0,0
22-Oct-2019 19:27:00,0,4.16927841181036e-26,1.37074465555997e-07,0.00276609743013978,0.0185657478868961,0.0632270276546478,0.0793129727244377,0.0346467979252338,5.32351768924855e-05,3.10152969973387e-08,2.0078194713169e-16,4.09879800815009e-42,0,0
22-Oct-2019 19:28:00,1.40129846432482e-45,1.00353990959414e-25,1.84285042337251e-07,0.00298509048298001,0.0189289469271898,0.0629981383681297,0.0787603706121445,0.0341280922293663,5.16990112373605e-05,3.09265253406465e-08,2.26187496009611e-16,7.34700784845502e-42,0,0
22-Oct-2019 19:29:00,2.80259692864963e-45,2.37007367168767e-25,2.45604724113946e-07,0.00321366591379046,0.0192903652787209,0.0626830011606216,0.0782663971185684,0.0336633995175362,5.01058166264556e-05,3.07290939360882e-08,2.52736287903419e-16,1.28541108132515e-41,0,0
22-Oct-2019 19:30:00,1.12103877145985e-44,5.48914266971294e-25,3.23789862477497e-07,0.00344616547226906,0.0196369681507349,0.062339399009943,0.0778509601950645,0.0332871228456497,4.85469063278288e-05,3.04742506784805e-08,2.80287437411184e-16,2.18378352680379e-41,0,0
22-Oct-2019 19:31:00,3.64337600724452e-44,1.26301817686336e-24,4.23427394480314e-07,0.003685069270432,0.0199765637516975,0.0620324648916721,0.0774362534284592,0.0329276062548161,4.6987315727165e-05,3.0130365757941e-08,3.08480346725392e-16,3.62025458258316e-41,0,0
22-Oct-2019 19:32:00,1.20511667931934e-43,2.85995979440019e-24,5.49878961919603e-07,0.00393480947241187,0.0203187372535467,0.061781395226717,0.0769205242395401,0.0324812345206738,4.52630411018617e-05,2.96507245423072e-08,3.36644509858953e-16,5.88363186216061e-41,0,0
22-Oct-2019 19:33:00,3.99370062332573e-43,6.41898366831917e-24,7.11413690623885e-07,0.00419365940615535,0.0206581987440586,0.0614308826625347,0.0764853581786156,0.0320954322814941,4.34903595305514e-05,2.90326518381789e-08,3.63341426639412e-16,9.29004829908781e-41,0,0
22-Oct-2019 19:34:00,1.32002315339398e-42,1.43701474181611e-23,9.28173164993495e-07,0.00446463329717517,0.0210006218403578,0.0611589476466179,0.0758805051445961,0.0315794758498669,4.16232105635572e-05,2.82936802875611e-08,3.89285119371525e-16,1.44656040472251e-40,0,0
22-Oct-2019 19:35:00,4.33982134401396e-42,3.21222772210803e-23,1.20336108011543e-06,0.00475172139704227,0.0213464498519897,0.0608334802091122,0.0752610564231873,0.0310299079865217,3.96310533687938e-05,2.74607288019979e-08,4.14325901451645e-16,2.22768620769109e-40,0,0
22-Oct-2019 19:36:00,1.40956612526433e-41,7.12199023798399e-23,1.54283372921782e-06,0.00504322024062276,0.021685715764761,0.0604752749204636,0.0746760293841362,0.0305233281105757,3.7649180740118e-05,2.65493991236099e-08,4.36966853903736e-16,3.33842543543816e-40,0,0
22-Oct-2019 19:37:00,4.51484352220813e-41,1.55886008308932e-22,1.9620356397354e-06,0.00534522300586104,0.0220210403203964,0.0600866973400116,0.0741074085235596,0.0300368797034025,3.56865166395437e-05,2.55568401996698e-08,4.57817125765772e-16,4.9024847163943e-40,0,0
22-Oct-2019 19:38:00,1.43965200329339e-40,3.40076573089134e-22,2.4813696199999e-06,0.00565650127828121,0.0223488695919514,0.0597366094589233,0.0734714865684509,0.0295082591474056,3.37492601829581e-05,2.45447573377078e-08,4.76525118955304e-16,7.15268979040709e-40,0,0
22-Oct-2019 19:39:00,4.55003012664732e-40,7.33861522909003e-22,3.12351289721846e-06,0.00597864203155041,0.0226715058088303,0.0593048930168152,0.0729097276926041,0.0290300622582436,3.18135862471536e-05,2.34773818164058e-08,4.93859012946153e-16,1.03439648741065e-39,0,0
22-Oct-2019 19:40:00,1.41998618064505e-39,1.56495332045189e-21,3.90320610677009e-06,0.0063047599978745,0.0229783318936825,0.0588446334004402,0.0724365636706352,0.0286318976432085,3.00208976113936e-05,2.24633467382773e-08,5.09676770900976e-16,1.47643748928038e-39,0,0
22-Oct-2019 19:41:00,4.30601361726366e-39,3.27217342637884e-21,4.83988742416841e-06,0.00663475412875414,0.0232670567929745,0.0584376230835915,0.0719815343618393,0.0282596331089735,2.82956279988866e-05,2.14391739916664e-08,5.2455411052611e-16,2.09495942104564e-39,0,0
22-Oct-2019 19:42:00,1.27226185705532e-38,6.69672580005217e-21,5.94645871387911e-06,0.00695921620354056,0.0235264748334885,0.0579493679106236,0.0717385485768318,0.0280650556087494,2.67808554781368e-05,2.05117576257408e-08,5.404312137268e-16,2.93829586933792e-39,0,0
22-Oct-2019 19:43:00,3.64355397214949e-38,1.33990980771373e-20,7.2353400355496e-06,0.00727517297491431,0.0237529464066029,0.0575792528688908,0.0715847760438919,0.0279722064733505,2.54664028034313e-05,1.96831884125004e-08,5.582534751513e-16,4.11198702929632e-39,0,0
22-Oct-2019 19:44:00,1.0138115250736e-37,2.61957695614402e-20,8.72252257977379e-06,0.00758505100384355,0.0239506084471941,0.0572744347155094,0.0714893341064453,0.0279314592480659,2.42932856053812e-05,1.89260855876228e-08,5.76472253874233e-16,5.73279189156529e-39,0,0
22-Oct-2019 19:45:00,2.75127196216038e-37,5.0264272925464e-20,1.04475866464782e-05,0.00789199396967888,0.0241218209266663,0.0570149645209312,0.071479894220829,0.0279655680060387,2.32887050515274e-05,1.82625043976259e-08,5.9781759002416e-16,8.00913538583314e-39,0,0
22-Oct-2019 19:46:00,7.36149166938228e-37,9.52209414504815e-20,1.24269063235261e-05,0.00818758737295866,0.0242613982409239,0.0567591972649097,0.071602962911129,0.0281156748533249,2.24614304897841e-05,1.76952585917434e-08,6.2263041436235e-16,1.12303954540722e-38,0,0
22-Oct-2019 19:47:00,1.92318864765227e-36,1.77327037686511e-19,1.46846095958608e-05,0.00847990810871124,0.0243790280073881,0.0566547028720379,0.0716627091169357,0.028218898922205,2.17264387174509e-05,1.71905405466077e-08,6.50057870590036e-16,1.5766991332342e-38,0,0
22-Oct-2019 19:48:00,4.90295687550407e-36,3.24647426568414e-19,1.72299023688538e-05,0.00876411609351635,0.0244703274220228,0.0565608330070972,0.071740411221981,0.0283314399421215,2.10489924938884e-05,1.66944147395043e-08,6.76846663975493e-16,2.18766021900535e-38,0,0
22-Oct-2019 19:49:00,1.23195581831096e-35,5.87603981546565e-19,2.01279344764771e-05,0.00904253497719765,0.0245400983840227,0.0565035529434681,0.0718524754047394,0.0284792091697454,2.05019223358249e-05,1.62807616277405e-08,7.08247075302716e-16,3.04996646499874e-38,0,0
22-Oct-2019 19:50:00,3.08723990104763e-35,1.05927198279892e-18,2.34086564887548e-05,0.0093173161149025,0.0245882030576468,0.0564734824001789,0.0719867125153542,0.0286401268094778,2.00238537217956e-05,1.59043036518369e-08,7.41876347951521e-16,4.28672502416192e-38,0,0
22-Oct-2019 19:51:00,7.63969333236566e-35,1.89145186817907e-18,2.71668832283467e-05,0.00959094800055027,0.0246197897940874,0.0564377121627331,0.0721591040492058,0.0288263875991106,1.96565724763786e-05,1.55970614201806e-08,7.821316946489e-16,6.08041900810267e-38,0,0
22-Oct-2019 19:52:00,1.86553501910515e-34,3.32115166609633e-18,3.12821975967381e-05,0.00985070876777172,0.0246278736740351,0.0564132444560528,0.0723919048905373,0.029068797826767,1.9392573449295e-05,1.53530628210774e-08,8.25796507777655e-16,8.65684916720721e-38,0,0
22-Oct-2019 19:53:00,4.45395039115305e-34,5.74372172993498e-18,3.58315919584129e-05,0.0100987013429403,0.0246119126677513,0.0563836209475994,0.0727523639798164,0.0294304918497801,1.92919032997452e-05,1.52034616007768e-08,8.78809282391427e-16,1.24119193119268e-37,0,0
22-Oct-2019 19:54:00,1.04184257167921e-33,9.77253509546686e-18,4.07996049034409e-05,0.0103333462029696,0.0245754420757294,0.056416742503643,0.0731451734900475,0.0298293065279722,1.93095092981821e-05,1.51160151062868e-08,9.39405172405052e-16,1.79081033590893e-37,0,0
22-Oct-2019 19:55:00,2.36761000809421e-33,1.62683298519254e-17,4.61743038613349e-05,0.0105558214709163,0.0245225690305233,0.0564776882529259,0.0735598430037498,0.030244842171669,1.9452496417216e-05,1.51060390862767e-08,1.00933780071714e-15,2.58784670584921e-37,0,0
22-Oct-2019 19:56:00,5.24874721297261e-33,2.66421905111325e-17,5.18953347636852e-05,0.0107603296637535,0.0244491193443537,0.0565792955458164,0.0740524157881737,0.0307541042566299,1.97444442164851e-05,1.51546419857596e-08,1.08660562847334e-15,3.73406445653156e-37,0,0
22-Oct-2019 19:57:00,1.1373974605329e-32,4.29645021698331e-17,5.80982268729713e-05,0.0109521765261889,0.0243630837649107,0.0567179843783379,0.0745526403188705,0.0312663242220879,2.0195064280415e-05,1.53142192260702e-08,1.1789238552737e-15,5.47205839596968e-37,0,0
22-Oct-2019 19:58:00,2.41765803924581e-32,6.81803421373486e-17,6.47063934593461e-05,0.0111378617584705,0.0242628920823336,0.0568530112504959,0.0751484856009483,0.0318735502660275,2.08379478863208e-05,1.55557735581624e-08,1.28619359002165e-15,8.05239189997256e-37,0,0
22-Oct-2019 19:59:00,5.01508325406853e-32,1.06028943976778e-16,7.17173534212634e-05,0.0113177672028542,0.0241510476917028,0.056985791772604,0.0757817327976227,0.032516710460186,2.16466905840207e-05,1.58783937109774e-08,1.40716440032878e-15,1.18225708447345e-36,0,0
22-Oct-2019 20:00:00,1.01632818394129e-31,1.62344571367136e-16,7.91657730587758e-05,0.0114782424643636,0.0240295846015215,0.0572525970637798,0.0763448923826218,0.0331181064248085,2.26146621571388e-05,1.6272958092145e-08,1.54358011527527e-15,1.7263747761459e-36,0,0
22-Oct-2019 20:01:00,2.03596373878805e-31,2.46451382844131e-16,8.71202792041004e-05,0.011631858535111,0.0239072628319263,0.0575446076691151,0.0768509432673454,0.0336469225585461,2.3701772079221e-05,1.67183884514088e-08,1.69391554616046e-15,2.53686159347391e-36,0,0
22-Oct-2019 20:02:00,4.09561886092031e-31,3.72974838227654e-16,9.57367228693329e-05,0.0117765050381422,0.0237806588411331,0.0578642971813679,0.0773475617170334,0.0341727398335934,2.49760778388008e-05,1.72590493008329e-08,1.86842699142619e-15,3.73192407962599e-36,0,0
22-Oct-2019 20:03:00,8.20866607128365e-31,5.61295276344008e-16,0.000105144259578083,0.0119233913719654,0.0236595794558525,0.0582724586129189,0.077670656144619,0.0345043353736401,2.62253597611561e-05,1.77491461528234e-08,2.04968992455624e-15,5.44974577836115e-36,0,0
